site	year	month	day	hour	minute	second	clockm	clocks	files	MB	s	Mb/s
iar	2017	03	13	06	30	29		 1.3	53	3.7	0.7	47.4
ada	2017	03	13	07	30	10		 8.5	68	3.2	0.3	107
iar	2017	03	13	07	30	11		 1.3	53	3.7	0.7	46.5
ada	2017	03	13	08	30	09		 8.6	68	3.7	0.3	106
iar	2017	03	13	08	30	10		 1.2	53	3.7	0.6	54.1
ada	2017	03	13	09	30	20		 19	68	3.9	0.5	62.6
iar	2017	03	13	09	30	22		 1.6	53	3.7	1.0	30.1
ada	2017	03	13	10	30	11		 11	68	3.5	0.3	105
iar	2017	03	13	10	30	13		 1.6	54	3.2	0.7	40.1
ada	2017	03	13	11	30	24		 23	68	3.7	0.6	51.1
iar	2017	03	13	11	30	25		 1.6	55	3.6	1.0	30.1
ada	2017	03	13	12	30	10		 8.3	68	4.3	0.3	104
iar	2017	03	13	12	30	11		 1.2	55	3.6	0.6	52.1
ada	2017	03	13	13	30	28		 27	68	4.5	1.2	31.0
iar	2017	03	13	13	30	29		 1.2	55	3.6	0.5	56.5
ada	2017	03	13	14	30	10		 9.4	68	4.0	0.6	52.7
iar	2017	03	13	14	30	11		 1.3	55	3.6	0.7	43.8
ada	2017	03	13	15	30	11		 9.9	68	3.8	0.3	104
iar	2017	03	13	15	30	13		 1.4	55	3.6	0.7	41.0
ada	2017	03	13	16	30	23		 21	68	3.6	0.5	57.3
iar	2017	03	13	16	30	24		 1.3	55	3.6	0.6	46.6
ada	2017	03	13	17	30	13		 11	68	3.6	0.7	42.2
iar	2017	03	13	17	30	14		 1.6	55	3.6	1.0	31.6
ada	2017	03	13	18	30	28		 27	68	3.4	0.6	50.5
iar	2017	03	13	18	30	30		 1.6	55	3.6	0.9	31.8
ada	2017	03	13	19	30	10		 9.5	68	3.4	0.3	105
iar	2017	03	13	19	30	12		 1.5	55	3.6	0.9	34.2
ada	2017	03	13	20	30	38		 37	67	3.0	0.8	31.7
iar	2017	03	13	20	30	39		 1.2	55	3.6	0.5	55.6
ada	2017	03	13	21	30	12		 11	66	2.9	0.2	107
iar	2017	03	13	21	30	13		 1.4	55	3.6	0.8	37.6
ada	2017	03	13	22	30	14		 13	66	3.0	0.5	54.0
iar	2017	03	13	22	30	16		 1.7	55	3.6	1.0	31.2
ada	2017	03	13	23	30	22		 21	66	2.9	0.4	56.4
iar	2017	03	13	23	30	23		 1.4	55	3.6	0.7	44.8
ada	2017	03	14	00	30	09		 7.8	66	2.9	0.2	108
iar	2017	03	14	00	30	11		 1.3	55	3.6	0.7	43.3
ada	2017	03	14	01	30	28		 27	66	2.9	0.5	45.1
iar	2017	03	14	01	30	30		 1.8	55	3.6	1.1	27.8
ada	2017	03	14	02	30	09		 8.9	66	2.9	0.2	108
iar	2017	03	14	02	30	11		 1.3	55	3.6	0.7	46.4
ada	2017	03	14	03	30	07		 6.9	66	2.9	0.2	107
iar	2017	03	14	03	30	09		 1.9	55	3.6	1.2	25.3
ada	2017	03	14	04	30	25		 23	66	2.9	0.6	44.4
iar	2017	03	14	04	30	26		 1.6	55	3.6	0.9	32.1
ada	2017	03	14	05	30	10		 8.6	67	4.1	0.3	104
iar	2017	03	14	05	30	12		 1.9	55	3.6	1.2	26.0
ada	2017	03	14	06	30	31		 31	67	4.3	0.6	63.7
iar	2017	03	14	06	30	33		 1.3	55	3.6	0.6	50.9
ada	2017	03	14	07	30	10		 8.6	68	4.2	0.3	102
iar	2017	03	14	07	30	12		 1.6	55	3.6	1.0	30.0
ada	2017	03	14	08	30	08		 7.6	68	4.1	0.3	104
iar	2017	03	14	08	30	09		 1.2	55	3.6	0.6	51.4
ada	2017	03	14	09	30	23		 22	68	4.1	0.6	62.8
iar	2017	03	14	09	30	25		 1.4	55	3.6	0.6	47.5
ada	2017	03	14	10	30	10		 9.2	68	3.2	0.3	105
iar	2017	03	14	10	30	12		 1.7	55	3.6	1.1	27.9
ada	2017	03	14	11	30	09		 8.3	68	3.2	0.3	108
iar	2017	03	14	11	30	11		 1.5	55	3.6	0.8	40.2
ada	2017	03	14	12	30	19		 19	68	3.0	0.5	46.6
iar	2017	03	14	12	30	22		 2.2	55	3.6	1.6	18.6
ada	2017	03	14	13	30	12		 11	68	3.3	0.3	106
iar	2017	03	14	13	30	14		 1.6	55	3.6	0.9	34.5
ada	2017	03	14	14	30	10		 9.3	68	3.3	0.3	107
iar	2017	03	14	14	30	12		 1.9	55	3.6	1.2	24.5
ada	2017	03	14	15	30	41		 40	68	4.3	1.2	29.0
iar	2017	03	14	15	30	42		 1.2	55	3.6	0.6	52.2
ada	2017	03	14	16	30	14		 13	68	4.0	0.3	103
iar	2017	03	14	16	30	16		 2.4	55	3.6	1.8	17.2
ada	2017	03	14	17	30	30		 29	68	3.9	3.2	10.1
iar	2017	03	14	17	30	31		 1.5	55	3.6	0.8	37.1
ada	2017	03	14	18	30	10		 9.0	68	3.9	0.3	103
iar	2017	03	14	18	30	12		 1.4	55	3.6	0.7	40.9
ada	2017	03	14	19	30	12		 12	68	3.9	0.4	88.9
iar	2017	03	14	19	30	14		 1.3	55	3.6	0.7	43.8
ada	2017	03	14	20	30	21		 21	68	3.5	0.7	41.1
iar	2017	03	14	20	30	22		 1.4	55	3.6	0.7	42.3
ada	2017	03	14	21	30	11		 9.4	68	3.6	0.3	104
iar	2017	03	14	21	30	12		 1.4	55	3.6	0.7	40.9
ada	2017	03	14	22	30	25		 24	68	3.8	1.2	27.3
iar	2017	03	14	22	30	26		 1.4	55	3.6	0.8	38.9
ada	2017	03	14	23	30	21		 20	68	3.7	0.3	105
iar	2017	03	14	23	30	22		 1.3	55	3.6	0.7	45.2
ada	2017	03	15	00	30	28		 27	68	3.5	0.8	36.1
iar	2017	03	15	00	30	29		 1.7	55	3.6	1.0	28.9
ada	2017	03	15	01	30	10		 8.4	68	3.4	0.3	105
iar	2017	03	15	01	30	11		 1.4	55	3.6	0.8	39.1
ada	2017	03	15	02	30	11		 9.8	68	3.4	0.3	106
iar	2017	03	15	02	30	12		 1.1	55	3.6	0.4	70.2
ada	2017	03	15	03	30	28		 27	68	3.4	0.5	59.0
iar	2017	03	15	03	30	29		 1.3	55	3.6	0.6	48.1
ada	2017	03	15	04	30	20		 19	68	3.4	0.3	105
iar	2017	03	15	04	30	21		 1.2	55	3.6	0.5	56.9
ada	2017	03	15	05	30	09		 7.7	68	3.9	0.3	105
iar	2017	03	15	05	30	10		 1.3	55	3.6	0.6	47.3
ada	2017	03	15	06	30	25		 24	68	3.8	0.5	63.2
iar	2017	03	15	06	30	27		 1.3	55	3.6	0.7	41.8
ada	2017	03	15	07	30	10		 8.7	68	3.8	0.3	105
iar	2017	03	15	07	30	12		 1.6	55	3.6	1.0	31.1
ada	2017	03	15	08	30	10		 9.1	68	3.5	0.3	107
iar	2017	03	15	08	30	11		 1.4	55	3.6	0.8	36.7
ada	2017	03	15	09	30	26		 25	68	3.5	0.5	59.6
iar	2017	03	15	09	30	28		 1.4	55	3.6	0.8	39.7
ada	2017	03	15	10	30	11		 9.9	68	3.4	0.3	107
iar	2017	03	15	10	30	12		 1.6	55	3.6	0.9	33.1
ada	2017	03	15	11	30	09		 7.9	68	2.9	0.2	109
iar	2017	03	15	11	30	10		 1.4	55	3.6	0.8	40.2
ada	2017	03	15	12	30	20		 18	68	2.8	0.4	55.4
iar	2017	03	15	12	30	21		 1.2	55	3.6	0.6	53.3
ada	2017	03	15	13	30	10		 9.3	68	2.8	0.2	108
iar	2017	03	15	13	30	11		 1.3	55	3.6	0.6	48.2
ada	2017	03	15	14	30	25		 24	68	2.9	0.6	43.0
iar	2017	03	15	14	30	27		 1.3	55	3.6	0.7	45.5
ada	2017	03	15	15	30	14		 14	68	3.2	0.2	107
iar	2017	03	15	15	30	16		 1.2	55	3.6	0.5	59.2
ada	2017	03	15	16	30	13		 11	68	3.5	0.3	105
iar	2017	03	15	16	30	14		 1.4	55	3.6	0.8	39.9
ada	2017	03	15	17	30	23		 21	68	3.5	0.5	60.5
iar	2017	03	15	17	30	24		 1.5	55	3.6	0.9	34.9
ada	2017	03	15	18	30	16		 15	68	3.3	0.4	74.4
iar	2017	03	15	18	30	17		 1.2	55	3.6	0.5	57.9
ada	2017	03	15	19	30	11		 10	68	3.3	0.3	106
iar	2017	03	15	19	30	12		 1.2	55	3.6	0.6	53.0
ada	2017	03	15	20	30	27		 26	67	3.1	0.5	56.8
iar	2017	03	15	20	30	28		 1.3	55	3.6	0.6	46.7
ada	2017	03	15	21	30	09		 7.7	67	3.1	0.2	106
iar	2017	03	15	21	30	10		 1.2	55	3.6	0.6	50.6
ada	2017	03	15	22	30	14		 13	67	3.3	0.8	33.0
iar	2017	03	15	22	30	16		 1.4	55	3.6	0.8	38.2
ada	2017	03	15	23	30	30		 29	67	7.9	0.9	71.5
iar	2017	03	15	23	30	32		 1.5	55	3.6	0.8	36.3
ada	2017	03	16	00	30	13		 13	67	7.9	0.7	100
iar	2017	03	16	00	30	15		 1.9	55	3.6	1.2	24.4
ada	2017	03	16	01	30	16		 14	68	8.1	1.4	49.7
iar	2017	03	16	01	30	17		 1.4	55	3.6	0.8	38.7
ada	2017	03	16	02	30	33		 32	68	7.8	1.0	66.3
iar	2017	03	16	02	30	35		 1.6	55	3.6	0.7	42.5
ada	2017	03	16	03	30	10		 9.1	68	7.8	0.7	99.8
iar	2017	03	16	03	30	12		 1.6	55	3.6	0.9	32.3
ada	2017	03	16	04	30	14		 13	68	7.8	0.7	99.6
iar	2017	03	16	04	30	16		 1.8	55	3.6	1.1	27.0
ada	2017	03	16	05	30	24		 23	68	7.8	0.9	74.5
iar	2017	03	16	05	30	26		 1.7	55	3.6	1.0	29.2
ada	2017	03	16	06	30	13		 12	68	8.0	1.3	50.4
iar	2017	03	16	06	30	15		 1.5	55	3.6	0.8	36.9
ada	2017	03	16	07	30	26		 25	68	7.8	0.9	75.4
iar	2017	03	16	07	30	27		 1.2	55	3.6	0.6	54.6
ada	2017	03	16	08	30	08		 7.6	68	3.0	0.2	108
iar	2017	03	16	08	30	09		 1.3	55	3.6	0.6	48.5
ada	2017	03	16	09	30	09		 8.7	68	2.9	0.2	108
iar	2017	03	16	09	30	11		 1.6	55	3.6	1.0	30.8
ada	2017	03	16	10	30	29		 28	68	5.0	1.7	24.0
iar	2017	03	16	10	30	30		 1.5	55	3.6	0.8	36.1
ada	2017	03	16	11	30	10		 9.1	68	4.1	0.3	104
iar	2017	03	16	11	30	11		 1.4	55	3.6	0.7	40.3
ada	2017	03	16	12	30	09		 8.0	68	3.7	0.3	106
iar	2017	03	16	12	30	11		 1.3	55	3.6	0.7	46.2
ada	2017	03	16	13	30	26		 25	68	3.8	0.5	59.1
iar	2017	03	16	13	30	27		 1.4	55	3.6	0.8	39.1
ada	2017	03	16	14	30	13		 12	68	4.0	1.0	32.7
iar	2017	03	16	14	30	15		 1.4	55	3.6	0.8	38.9
ada	2017	03	16	15	30	10		 9.4	68	3.1	0.2	107
iar	2017	03	16	15	30	11		 1.3	55	3.6	0.7	44.6
ada	2017	03	16	16	30	26		 25	68	3.1	0.5	57.2
iar	2017	03	16	16	30	27		 1.4	55	3.6	0.7	40.3
ada	2017	03	16	17	30	13		 12	68	3.2	0.3	105
iar	2017	03	16	17	30	14		 1.6	55	3.6	1.0	31.5
ada	2017	03	16	18	30	10		 8.7	68	3.1	0.3	103
iar	2017	03	16	18	30	12		 2.6	55	3.6	0.9	32.3
ada	2017	03	16	19	30	22		 20	68	2.9	0.4	55.3
iar	2017	03	16	19	30	23		 1.5	55	3.6	0.8	37.7
ada	2017	03	16	20	30	11		 10	68	2.9	0.2	108
iar	2017	03	16	20	30	13		 1.3	55	3.6	0.7	44.2
ada	2017	03	16	21	30	34		 32	68	2.8	0.4	53.6
iar	2017	03	16	21	30	35		 1.5	55	3.6	0.8	37.3
ada	2017	03	16	22	30	09		 8.4	68	2.8	0.2	108
iar	2017	03	16	22	30	11		 1.6	55	3.6	0.9	32.3
ada	2017	03	16	23	30	10		 8.9	68	2.8	0.2	107
iar	2017	03	16	23	30	11		 1.5	55	3.6	0.7	40.7
ada	2017	03	17	00	45	23	 15	 22	68	3.1	0.5	55.7
iar	2017	03	17	00	45	25		 1.5	55	3.6	0.9	34.6
ada	2017	03	17	01	30	15		 14	68	3.2	0.4	73.0
iar	2017	03	17	01	30	17		 1.4	55	3.6	0.7	41.2
ada	2017	03	17	02	30	19		 18	68	3.3	0.8	34.8
iar	2017	03	17	02	30	20		 1.4	55	3.6	0.7	43.3
ada	2017	03	17	03	30	12		 11	68	3.4	0.5	51.5
iar	2017	03	17	03	30	13		 1.2	55	3.6	0.6	51.5
ada	2017	03	17	04	30	23		 23	68	3.4	0.9	30.3
iar	2017	03	17	04	30	25		 1.6	55	3.6	0.6	52.2
ada	2017	03	17	05	30	11		 10	68	3.6	0.4	72.6
iar	2017	03	17	05	30	13		 1.8	55	3.6	1.1	28.0
ada	2017	03	17	06	30	14		 13	68	3.1	0.5	50.5
iar	2017	03	17	06	30	15		 1.3	55	3.6	0.7	46.0
ada	2017	03	17	07	30	17		 16	68	3.0	0.5	46.3
iar	2017	03	17	07	30	19		 1.7	55	3.6	1.0	29.9
ada	2017	03	17	08	30	21		 20	68	3.4	1.3	21.4
iar	2017	03	17	08	30	23		 1.4	55	3.6	0.8	38.0
ada	2017	03	17	09	30	12		 11	68	3.3	1.1	25.3
iar	2017	03	17	09	30	14		 1.4	55	3.6	0.8	38.2
ada	2017	03	17	10	30	25		 25	68	3.3	1.2	23.0
iar	2017	03	17	10	30	27		 1.8	55	3.6	1.1	27.6
ada	2017	03	17	11	30	10		 8.7	68	3.1	0.2	108
iar	2017	03	17	11	30	11		 1.3	55	3.6	0.6	49.8
ada	2017	03	17	12	30	10		 9.0	68	3.1	0.2	110
iar	2017	03	17	12	30	11		 1.5	55	3.6	0.8	37.6
ada	2017	03	17	13	30	19		 18	68	3.1	0.4	59.4
iar	2017	03	17	13	30	21		 1.3	55	3.6	0.7	43.8
ada	2017	03	17	14	30	13		 12	68	3.3	1.0	28.7
iar	2017	03	17	14	30	15		 1.5	55	3.6	0.8	35.7
ada	2017	03	17	15	30	24		 23	68	3.0	1.6	15.6
iar	2017	03	17	15	30	26		 1.3	55	3.6	0.7	45.9
ada	2017	03	17	16	30	09		 8.1	68	6.4	0.5	100
iar	2017	03	17	16	30	10		 1.3	55	3.6	0.6	48.0
ada	2017	03	17	17	30	09		 8.2	68	6.4	0.5	101
iar	2017	03	17	17	30	11		 1.4	55	3.6	0.7	42.2
ada	2017	03	17	18	30	23		 22	68	3.2	0.5	58.7
iar	2017	03	17	18	30	24		 1.4	55	3.6	0.7	41.3
ada	2017	03	17	19	30	09		 7.9	68	3.1	0.3	96.6
iar	2017	03	17	19	30	10		 1.2	55	3.6	0.6	51.8
ada	2017	03	17	20	30	09		 7.9	68	3.1	0.2	107
iar	2017	03	17	20	30	10		 1.2	55	3.6	0.5	55.8
ada	2017	03	17	21	30	23		 22	68	3.1	0.4	62.1
iar	2017	03	17	21	30	24		 1.6	55	3.6	0.9	33.6
ada	2017	03	17	22	30	22		 21	68	3.2	0.4	59.4
iar	2017	03	17	22	30	23		 1.4	55	3.6	0.7	40.9
ada	2017	03	17	23	30	10		 9.5	68	3.2	0.3	105
iar	2017	03	17	23	30	11		 1.4	55	3.6	0.7	41.1
ada	2017	03	18	00	30	20		 19	68	2.9	0.5	47.0
iar	2017	03	18	00	30	22		 1.6	55	3.6	0.9	34.2
ada	2017	03	18	01	30	10		 9.6	68	2.9	0.2	109
iar	2017	03	18	01	30	12		 1.9	55	3.6	1.2	24.2
ada	2017	03	18	02	30	09		 8.2	68	2.9	0.2	108
iar	2017	03	18	02	30	11		 1.8	55	3.6	1.1	26.9
ada	2017	03	18	03	30	32		 31	68	2.9	0.4	55.2
iar	2017	03	18	03	30	34		 1.8	55	3.6	1.1	26.4
ada	2017	03	18	04	30	13		 12	68	2.9	0.2	106
iar	2017	03	18	04	30	15		 1.5	55	3.6	0.9	35.1
ada	2017	03	18	05	30	08		 7.1	68	2.9	0.2	111
iar	2017	03	18	05	30	09		 1.7	55	3.6	1.1	28.1
ada	2017	03	18	06	30	18		 17	68	2.9	0.4	58.5
iar	2017	03	18	06	30	20		 1.8	55	3.6	1.1	27.3
ada	2017	03	18	07	30	11		 11	68	2.9	0.2	112
iar	2017	03	18	07	30	13		 1.5	55	3.6	0.9	35.0
ada	2017	03	18	08	30	22		 21	68	3.3	0.6	50.8
iar	2017	03	18	08	30	23		 1.3	55	3.6	0.7	45.0
ada	2017	03	18	09	30	09		 8.2	68	3.5	0.3	106
iar	2017	03	18	09	30	11		 1.5	55	3.6	0.8	36.3
ada	2017	03	18	11	30	19		 18	68	3.5	0.5	61.8
iar	2017	03	18	11	30	20		 1.6	55	3.6	0.9	33.6
ada	2017	03	18	12	30	09		 7.6	68	3.5	0.3	105
iar	2017	03	18	12	30	10		 1.5	55	3.6	0.8	35.7
ada	2017	03	18	13	30	22		 21	68	3.5	0.6	52.9
iar	2017	03	18	13	30	24		 1.3	55	3.6	0.7	43.5
ada	2017	03	18	14	30	09		 7.4	68	3.5	0.3	106
iar	2017	03	18	14	30	10		 1.6	55	3.6	1.0	30.7
ada	2017	03	18	15	30	27		 26	68	3.5	0.5	63.8
iar	2017	03	18	15	30	28		 1.2	55	3.6	0.6	52.3
ada	2017	03	18	16	30	08		 7.2	68	3.5	0.3	108
iar	2017	03	18	16	30	10		 1.4	55	3.6	0.7	41.8
ada	2017	03	18	17	30	08		 7.7	68	3.5	0.3	106
iar	2017	03	18	17	30	10		 1.5	55	3.6	0.9	34.1
ada	2017	03	18	18	30	22		 21	68	3.5	0.5	58.6
iar	2017	03	18	18	30	23		 1.2	55	3.6	0.6	51.4
ada	2017	03	18	19	30	09		 8.6	68	3.5	0.3	105
iar	2017	03	18	19	30	11		 1.7	55	3.6	1.0	29.9
ada	2017	03	18	20	30	32		 31	68	3.5	0.5	63.4
iar	2017	03	18	20	30	34		 1.8	55	3.6	1.2	26.0
ada	2017	03	18	21	30	16		 15	68	3.5	0.3	105
iar	2017	03	18	21	30	18		 1.8	55	3.6	1.1	26.8
ada	2017	03	18	22	30	14		 13	68	3.5	0.3	106
iar	2017	03	18	22	30	16		 1.3	55	3.6	0.7	45.2
ada	2017	03	18	23	30	22		 21	68	3.5	0.5	61.7
iar	2017	03	18	23	30	23		 1.4	55	3.6	0.7	43.7
ada	2017	03	19	00	30	12		 10	68	3.5	0.3	108
iar	2017	03	19	00	30	13		 1.7	55	3.6	1.0	30.5
ada	2017	03	19	01	30	11		 10	68	3.5	0.3	105
iar	2017	03	19	01	30	12		 1.4	55	3.6	0.7	41.7
ada	2017	03	19	02	30	22		 21	68	3.5	0.5	58.8
iar	2017	03	19	02	30	24		 1.3	55	3.6	0.5	56.3
ada	2017	03	19	03	30	15		 15	68	3.5	0.3	107
iar	2017	03	19	03	30	17		 1.2	55	3.6	0.5	57.9
ada	2017	03	19	04	30	08		 7.6	68	3.5	0.3	109
iar	2017	03	19	04	30	10		 1.3	55	3.6	0.6	49.1
ada	2017	03	19	05	30	36		 35	68	3.5	0.6	52.2
iar	2017	03	19	05	30	37		 1.3	55	3.6	0.6	52.9
ada	2017	03	19	06	30	07		 6.9	68	3.5	0.3	105
iar	2017	03	19	06	30	09		 1.3	55	3.6	0.6	50.0
ada	2017	03	19	07	30	08		 7.3	68	3.7	0.3	107
iar	2017	03	19	07	30	10		 1.4	55	3.6	0.7	40.9
ada	2017	03	19	08	30	18		 17	68	3.7	0.5	65.5
iar	2017	03	19	08	30	19		 1.2	55	3.6	0.6	53.0
ada	2017	03	19	09	30	08		 7.6	68	3.7	0.3	105
iar	2017	03	19	09	30	10		 1.2	55	3.6	0.5	56.5
ada	2017	03	19	10	30	26		 24	68	3.7	0.5	65.0
iar	2017	03	19	10	30	27		 1.2	55	3.6	0.6	54.0
ada	2017	03	19	11	30	08		 7.2	68	3.7	0.3	105
iar	2017	03	19	11	30	10		 1.5	55	3.6	0.8	39.8
ada	2017	03	19	12	30	10		 9.1	68	3.7	0.3	103
iar	2017	03	19	12	30	12		 1.5	55	3.6	0.9	35.1
ada	2017	03	19	13	30	26		 25	68	3.7	0.5	64.1
iar	2017	03	19	13	30	27		 1.4	55	3.6	0.8	39.2
ada	2017	03	19	14	30	10		 8.6	68	3.7	0.3	104
iar	2017	03	19	14	30	11		 1.3	55	3.6	0.7	46.2
ada	2017	03	19	15	30	10		 8.7	68	3.7	0.4	85.5
iar	2017	03	19	15	30	12		 1.7	55	3.6	1.1	27.9
ada	2017	03	19	16	30	32		 31	68	3.7	0.5	63.3
iar	2017	03	19	16	30	33		 1.2	55	3.6	0.5	59.7
ada	2017	03	19	17	30	10		 8.6	68	3.7	0.3	98.2
iar	2017	03	19	17	30	11		 1.4	55	3.6	0.8	39.3
ada	2017	03	19	18	30	14		 13	68	3.7	0.3	103
iar	2017	03	19	18	30	15		 1.4	55	3.6	0.7	43.1
ada	2017	03	19	19	30	21		 20	68	3.7	0.6	52.8
iar	2017	03	19	19	30	22		 1.3	55	3.6	0.7	42.8
ada	2017	03	19	20	30	09		 7.6	68	3.7	0.3	103
iar	2017	03	19	20	30	10		 1.3	55	3.6	0.6	49.8
ada	2017	03	19	21	30	33		 31	68	3.7	0.7	43.2
iar	2017	03	19	21	30	34		 1.2	55	3.6	0.6	52.5
ada	2017	03	19	22	30	10		 8.3	68	3.7	0.3	105
iar	2017	03	19	22	30	11		 1.3	55	3.6	0.7	42.6
ada	2017	03	19	23	30	10		 8.9	68	3.2	0.4	62.0
iar	2017	03	19	23	30	12		 1.4	55	3.6	0.7	40.5
ada	2017	03	20	00	30	22		 21	68	3.2	0.4	60.8
iar	2017	03	20	00	30	24		 1.5	55	3.6	0.7	42.5
ada	2017	03	20	01	30	22		 22	68	3.2	0.2	108
iar	2017	03	20	01	30	24		 1.3	55	3.6	0.7	45.1
ada	2017	03	20	02	30	08		 7.1	68	3.2	0.3	107
iar	2017	03	20	02	30	10		 1.4	55	3.6	0.7	44.6
ada	2017	03	20	03	30	22		 22	68	3.2	0.4	62.6
iar	2017	03	20	03	30	24		 1.3	55	3.6	0.6	47.7
ada	2017	03	20	04	30	22		 21	68	3.2	0.2	109
iar	2017	03	20	04	30	24		 1.4	55	3.6	0.8	39.9
ada	2017	03	20	05	30	08		 7.1	68	3.7	0.3	106
iar	2017	03	20	05	30	09		 1.3	55	3.6	0.7	46.4
ada	2017	03	20	06	30	23		 22	68	3.7	0.6	51.6
iar	2017	03	20	06	30	24		 1.4	55	3.6	0.8	39.3
ada	2017	03	20	07	30	09		 7.8	68	3.4	0.3	106
iar	2017	03	20	07	30	11		 1.4	55	3.6	0.8	37.7
ada	2017	03	20	08	30	09		 8.4	68	3.4	0.3	105
iar	2017	03	20	08	30	11		 1.5	55	3.6	0.8	36.7
ada	2017	03	20	09	30	24		 23	68	3.4	0.5	61.9
iar	2017	03	20	09	30	25		 1.2	55	3.6	0.6	53.3
ada	2017	03	20	10	30	11		 9.5	68	3.4	0.3	106
iar	2017	03	20	10	30	12		 1.4	55	3.6	0.7	43.3
ada	2017	03	20	11	30	10		 9.0	68	3.5	0.3	107
iar	2017	03	20	11	30	12		 1.3	55	3.6	0.7	44.7
ada	2017	03	20	12	30	24		 23	68	2.8	1.1	21.2
iar	2017	03	20	12	30	25		 1.3	55	3.6	0.6	47.1
ada	2017	03	20	13	30	13		 13	68	2.7	0.2	108
iar	2017	03	20	13	30	15		 1.7	55	3.6	1.0	29.0
ada	2017	03	20	14	30	10		 8.5	68	2.9	0.2	108
iar	2017	03	20	14	30	11		 1.5	55	3.6	0.9	33.5
ada	2017	03	20	15	30	23		 22	68	2.8	0.4	56.6
iar	2017	03	20	15	30	24		 1.4	55	3.6	0.6	49.7
ada	2017	03	20	16	30	18		 17	68	3.5	0.9	31.1
iar	2017	03	20	16	30	20		 1.9	55	3.6	0.9	31.9
ada	2017	03	20	17	30	14		 13	68	3.4	0.3	105
iar	2017	03	20	17	30	16		 1.6	55	3.6	0.9	35.1
ada	2017	03	20	18	30	29		 28	68	4.2	0.4	84.3
iar	2017	03	20	18	30	30		 1.3	55	3.6	0.7	46.4
ada	2017	03	20	19	30	15		 13	68	7.0	1.4	40.9
iar	2017	03	20	19	30	16		 1.3	55	3.6	0.6	49.2
ada	2017	03	20	20	30	14		 13	68	3.6	0.9	34.1
iar	2017	03	20	20	30	16		 1.8	55	3.6	0.9	32.0
ada	2017	03	20	21	30	21		 21	68	3.4	0.5	61.3
iar	2017	03	20	21	30	23		 1.8	55	3.6	1.1	26.6
ada	2017	03	20	22	30	13		 12	68	3.5	0.3	105
iar	2017	03	20	22	30	15		 1.6	55	3.6	1.0	31.3
ada	2017	03	20	23	30	22		 20	68	3.2	0.4	61.9
iar	2017	03	20	23	30	23		 1.3	55	3.6	0.7	46.3
ada	2017	03	21	00	30	10		 9.1	68	3.2	0.2	108
iar	2017	03	21	00	30	11		 1.2	55	3.6	0.5	60.0
ada	2017	03	21	01	30	11		 9.6	68	3.2	0.3	105
iar	2017	03	21	01	30	13		 1.6	55	3.6	0.9	32.4
ada	2017	03	21	02	30	23		 22	68	3.2	0.4	60.5
iar	2017	03	21	02	30	24		 1.3	55	3.6	0.6	52.4
ada	2017	03	21	03	30	21		 21	68	3.2	0.2	107
iar	2017	03	21	03	30	22		 1.3	55	3.6	0.7	44.7
ada	2017	03	21	04	30	09		 8.7	68	3.2	0.2	107
iar	2017	03	21	04	30	11		 1.7	55	3.6	1.1	28.7
ada	2017	03	21	05	30	20		 19	68	3.2	0.4	60.8
iar	2017	03	21	05	30	21		 1.4	55	3.6	0.7	40.6
ada	2017	03	21	06	30	12		 11	68	2.7	0.7	34.1
iar	2017	03	21	06	30	14		 2.3	55	3.6	0.6	46.8
ada	2017	03	21	07	30	25		 23	68	2.7	0.4	56.5
iar	2017	03	21	07	30	27		 1.8	55	3.6	1.1	27.4
ada	2017	03	21	08	30	09		 7.7	68	2.6	0.2	110
iar	2017	03	21	08	30	10		 1.1	55	3.6	0.4	69.5
ada	2017	03	21	09	30	11		 9.6	68	3.0	0.7	34.3
iar	2017	03	21	09	30	12		 1.4	55	3.6	0.8	38.9
ada	2017	03	21	10	30	24		 23	68	2.9	0.5	46.4
iar	2017	03	21	10	30	25		 1.3	55	3.6	0.7	43.6
ada	2017	03	21	11	30	08		 7.8	68	2.8	0.2	108
iar	2017	03	21	11	30	10		 1.7	55	3.6	1.0	29.3
ada	2017	03	21	12	30	10		 8.3	68	3.2	0.2	108
iar	2017	03	21	12	30	11		 1.3	55	3.6	0.7	45.1
ada	2017	03	21	13	30	22		 21	68	3.2	0.5	58.4
iar	2017	03	21	13	30	23		 1.7	55	3.6	0.9	32.4
ada	2017	03	21	14	30	08		 7.8	68	2.8	0.2	107
iar	2017	03	21	14	30	10		 1.3	55	3.6	0.6	46.9
ada	2017	03	21	15	30	15		 14	68	3.1	0.2	108
iar	2017	03	21	15	30	17		 1.6	55	3.6	1.0	31.6
ada	2017	03	21	16	30	18		 18	68	2.8	0.4	54.8
iar	2017	03	21	16	30	20		 1.6	55	3.6	1.0	31.3
ada	2017	03	21	17	30	15		 14	68	2.8	0.2	110
iar	2017	03	21	17	30	17		 1.6	55	3.6	0.9	33.2
ada	2017	03	21	18	30	12		 11	68	3.0	0.2	106
iar	2017	03	21	18	30	13		 1.4	55	3.6	0.8	40.1
ada	2017	03	21	19	30	18		 17	68	3.0	0.4	58.1
iar	2017	03	21	19	30	19		 1.2	55	3.6	0.5	62.7
ada	2017	03	21	20	30	13		 12	68	2.7	0.3	88.6
iar	2017	03	21	20	30	14		 1.5	55	3.6	0.8	40.0
